title,language,condition,prompt,audioPrompt,txtInstructions,videoInstructions,reminder
NAME THE WORDS!,en,letter,Z,stimuli/Z-en.wav,"INSTRUCTIONS

We would now like you to say out loud all the words that you can think of that begin with a letter of the alphabet. We will show you an example with the letter “Z”, but you could be asked to say words starting with other letters. You cannot say names of people (“Zelda”), places (“Zurich”), or numbers (“zero”). Similar words with different endings (“zoo” and “zoos”) will only count as 1 response. Compound words (“zookeeper”) are acceptable.

After you press BEGIN, you will be given a letter and you can begin speaking once the green, flashing microphone appears. The task will last for 1 minute, and you should keep trying to think of new words during that time. You cannot use external sources to come up with words. Your time is up when the microphone turns red and stops flashing.

Press BEGIN to start the task.",stimuli/instructions-letter-en.mp4,Keep trying…
TROUVEZ LES MOTS!,fr,category,ANIMAUX,stimuli/animaux-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui correspondent à une catégorie. Ces mots peuvent commencer par n'importe quelle lettre. Nous allons faire un exemple avec la catégorie « fournitures de bureau », mais vous pourrez être invité à dire des mots dans d'autres catégories. Des mots similaires avec des terminaisons différentes (« stylo » et « stylos ») ne compteront que pour 1 réponse, sauf s'ils font référence à un objet différent (« stylo-feutre »).

Après avoir appuyé sur DÉBUTER, vous entendrez une catégorie et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-category-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,category,VÊTEMENTS,stimuli/vêtements-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui correspondent à une catégorie. Ces mots peuvent commencer par n'importe quelle lettre. Nous allons faire un exemple avec la catégorie « fournitures de bureau », mais vous pourrez être invité à dire des mots dans d'autres catégories. Des mots similaires avec des terminaisons différentes (« stylo » et « stylos ») ne compteront que pour 1 réponse, sauf s'ils font référence à un objet différent (« stylo-feutre »).

Après avoir appuyé sur DÉBUTER, vous entendrez une catégorie et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-category-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,category,FRUITS,stimuli/fruits-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui correspondent à une catégorie. Ces mots peuvent commencer par n'importe quelle lettre. Nous allons faire un exemple avec la catégorie « fournitures de bureau », mais vous pourrez être invité à dire des mots dans d'autres catégories. Des mots similaires avec des terminaisons différentes (« stylo » et « stylos ») ne compteront que pour 1 réponse, sauf s'ils font référence à un objet différent (« stylo-feutre »).

Après avoir appuyé sur DÉBUTER, vous entendrez une catégorie et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-category-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,category,LÉGUMES,stimuli/légumes-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui correspondent à une catégorie. Ces mots peuvent commencer par n'importe quelle lettre. Nous allons faire un exemple avec la catégorie « fournitures de bureau », mais vous pourrez être invité à dire des mots dans d'autres catégories. Des mots similaires avec des terminaisons différentes (« stylo » et « stylos ») ne compteront que pour 1 réponse, sauf s'ils font référence à un objet différent (« stylo-feutre »).

Après avoir appuyé sur DÉBUTER, vous entendrez une catégorie et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-category-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,category,INSTRUMENTS DE MUSIQUE,stimuli/instrument de musique-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui correspondent à une catégorie. Ces mots peuvent commencer par n'importe quelle lettre. Nous allons faire un exemple avec la catégorie « fournitures de bureau », mais vous pourrez être invité à dire des mots dans d'autres catégories. Des mots similaires avec des terminaisons différentes (« stylo » et « stylos ») ne compteront que pour 1 réponse, sauf s'ils font référence à un objet différent (« stylo-feutre »).

Après avoir appuyé sur DÉBUTER, vous entendrez une catégorie et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-category-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,category,MEUBLES,stimuli/meubles-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui correspondent à une catégorie. Ces mots peuvent commencer par n'importe quelle lettre. Nous allons faire un exemple avec la catégorie « fournitures de bureau », mais vous pourrez être invité à dire des mots dans d'autres catégories. Des mots similaires avec des terminaisons différentes (« stylo » et « stylos ») ne compteront que pour 1 réponse, sauf s'ils font référence à un objet différent (« stylo-feutre »).

Après avoir appuyé sur DÉBUTER, vous entendrez une catégorie et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-category-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,A,stimuli/A-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,B,stimuli/B-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,C,stimuli/C-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,D,stimuli/D-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,E,stimuli/E-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,F,stimuli/F-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,G,stimuli/G-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,H,stimuli/H-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,I,stimuli/I-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,J,stimuli/J-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,K,stimuli/K-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,L,stimuli/L-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,M,stimuli/M-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,N,stimuli/N-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,O,stimuli/O-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,P,stimuli/P-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,Q,stimuli/Q-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,R,stimuli/R-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,S,stimuli/S-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,T,stimuli/T-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
TROUVEZ LES MOTS!,fr,letter,U,stimuli/U-fr.wav,"INSTRUCTIONS

Nous allons vous demander de dire à voix haute tous les mots auxquels vous pensez et qui commencent par une lettre de l'alphabet. Nous allons faire un exemple avec la lettre « Z », mais vous pourrez être invité à dire des mots commençant par d'autres lettres. Vous ne pouvez pas dire des noms de personnes (« Zelda »), des lieux (« Zurich ») ou des chiffres (« zéro »). Des mots similaires avec des terminaisons différentes (« zoo » et « zoos ») ne compteront que pour 1 réponse. Les mots composés (« zootechnicien ») sont acceptables.

Après avoir appuyé sur DÉBUTER, vous entendrez une lettre et vous pourrez commencer à parler lorsque le microphone vert clignotant apparaîtra. La tâche durera 1 minute et vous devrez continuer à essayer de penser à de nouveaux mots pendant tout ce temps. Vous ne pouvez pas utiliser des sources externes pour trouver des mots. Votre temps est écoulé lorsque le microphone devient rouge et cesse de clignoter.

Appuyez sur DÉBUTER pour démarrer la tâche.",stimuli/instructions-letter-fr.mp4,Continuez…
